instruction,input,output,text
소송비용액 확정 신청을 어떻게 해야 하나요?,,"소송비용액 확정 신청은 다음과 같은 방법으로 이루어집니다:
판결주문에는 소송비용의 부담비율만 정해져 있으므로, 재판이 확정된 뒤에는 제1심법원에 소송비용액 확정결정 신청을 하여야 합니다.
소송비용액 확정 결정을 위해 법원에 비용계산서 및 상대방에게 송달하여야 할 계산서 등본과 비용액의 소명에 필요한 서면을 제출해야 합니다. 행정소송의 경우에는 소송종결보고 시에 소송비용액확정결정신청 여부에 대한 검토의견서를 첨부하여 보고해야 합니다.
소송비용액 확정 결정은 먼저 법무부에 승인을 신청한 후, 승인을 받은 후에 1심 수소법원에 확정 결정을 신청하게 됩니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소송비용액 확정 신청을 어떻게 해야 하나요?
### Response:
소송비용액 확정 신청은 다음과 같은 방법으로 이루어집니다:
판결주문에는 소송비용의 부담비율만 정해져 있으므로, 재판이 확정된 뒤에는 제1심법원에 소송비용액 확정결정 신청을 하여야 합니다.
소송비용액 확정 결정을 위해 법원에 비용계산서 및 상대방에게 송달하여야 할 계산서 등본과 비용액의 소명에 필요한 서면을 제출해야 합니다. 행정소송의 경우에는 소송종결보고 시에 소송비용액확정결정신청 여부에 대한 검토의견서를 첨부하여 보고해야 합니다.
소송비용액 확정 결정은 먼저 법무부에 승인을 신청한 후, 승인을 받은 후에 1심 수소법원에 확정 결정을 신청하게 됩니다."
소송비용액 확정 결정에 이의를 제기할 수 있나요?,,"소송비용액 확정 결정에 대해 법원의 결정에 이의가 있는 경우, 7일 이내에 즉시 항고를 제기할 수 있습니다. 이에 대한 규정은 민사소송법 제110조 제3항에 명시되어 있습니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소송비용액 확정 결정에 이의를 제기할 수 있나요?
### Response:
소송비용액 확정 결정에 대해 법원의 결정에 이의가 있는 경우, 7일 이내에 즉시 항고를 제기할 수 있습니다. 이에 대한 규정은 민사소송법 제110조 제3항에 명시되어 있습니다."
소송비용을 상대방으로부터 회수하기 위한 절차는 어떻게 되나요?,,"소송비용을 상대방으로부터 회수하기 위해서는 다음과 같은 절차를 따릅니다:
먼저 상대방에게 소송비용의 임의변제를 요구해야 합니다.
상대방이 소송비용의 임의변제에 불응하는 경우, 해당 결정을 집행권원으로 하여 민사집행법에 따라 강제집행 절차를 진행하여 소송비용을 회수합니다.
중요한 점은 소송비용은 판결에 의해 확정된 사법상의 채권이므로 지방세법 등에 의한 체납처분의 일환인 압류처분 등을 통해 회수하려고 시도하지 않도록 주의해야 합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소송비용을 상대방으로부터 회수하기 위한 절차는 어떻게 되나요?
### Response:
소송비용을 상대방으로부터 회수하기 위해서는 다음과 같은 절차를 따릅니다:
먼저 상대방에게 소송비용의 임의변제를 요구해야 합니다.
상대방이 소송비용의 임의변제에 불응하는 경우, 해당 결정을 집행권원으로 하여 민사집행법에 따라 강제집행 절차를 진행하여 소송비용을 회수합니다.
중요한 점은 소송비용은 판결에 의해 확정된 사법상의 채권이므로 지방세법 등에 의한 체납처분의 일환인 압류처분 등을 통해 회수하려고 시도하지 않도록 주의해야 합니다."
소송행위 중 답변서를 제출해야 하는 기간은 어떻게 되나요?,,"소송행위 중 답변서를 제출해야 하는 기간은 소장부본을 송달받은 날로부터 30일이며, 이는 민사소송법 제256조 제1항에서 규정되어 있는 법정기간입니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소송행위 중 답변서를 제출해야 하는 기간은 어떻게 되나요?
### Response:
소송행위 중 답변서를 제출해야 하는 기간은 소장부본을 송달받은 날로부터 30일이며, 이는 민사소송법 제256조 제1항에서 규정되어 있는 법정기간입니다."
소 취하 부동의나 불출석 시 2회 불출석 후 기일지정신청을 어떤 기간 내에 해야 하나요?,,"소 취하 부동의나 불출석 시 2회 불출석 후 기일지정신청을 소취하서를 송달받은 날로부터 2주일 이내에 해야하며, 이 기간은 민사소송법 제266조 제6항에서 정해진 법정기간입니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
소 취하 부동의나 불출석 시 2회 불출석 후 기일지정신청을 어떤 기간 내에 해야 하나요?
### Response:
소 취하 부동의나 불출석 시 2회 불출석 후 기일지정신청을 소취하서를 송달받은 날로부터 2주일 이내에 해야하며, 이 기간은 민사소송법 제266조 제6항에서 정해진 법정기간입니다."
상고이유서 제출에 대한 기한은 어떻게 되나요?,,"상고이유서 제출에 대한 기한은 판결문을 송달받은 날로부터 2주일이며, 이 기간은 민사소송법 제427조에서 규정된 불변기간입니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
상고이유서 제출에 대한 기한은 어떻게 되나요?
### Response:
상고이유서 제출에 대한 기한은 판결문을 송달받은 날로부터 2주일이며, 이 기간은 민사소송법 제427조에서 규정된 불변기간입니다."
지급명령에 대한 이의신청은 어떤 기간 내에 해야 하나요?,,"지급명령에 대한 이의신청은 지급명령을 송달받은 날로부터 2주일 이내에 해야하며, 이 기간은 민사소송법 제470조에서 정해진 법정기간입니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
지급명령에 대한 이의신청은 어떤 기간 내에 해야 하나요?
### Response:
지급명령에 대한 이의신청은 지급명령을 송달받은 날로부터 2주일 이내에 해야하며, 이 기간은 민사소송법 제470조에서 정해진 법정기간입니다."
상소장 제출에 대한 기한은 어떻게 되나요?,,"상소장 제출에 대한 기한은 판결문을 송달받은 날로부터 2주일이며, 이 기간은 민사소송법 제396조 제1항 및 제425조에서 규정된 불변기간입니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
상소장 제출에 대한 기한은 어떻게 되나요?
### Response:
상소장 제출에 대한 기한은 판결문을 송달받은 날로부터 2주일이며, 이 기간은 민사소송법 제396조 제1항 및 제425조에서 규정된 불변기간입니다."
즉시항고나 특별항고 재판에 대한 결정문 송달일로부터 어느 기간 내에 이의를 제기해야 하나요?,,즉시항고나 특별항고 재판에 대한 결정문 송달일로부터 7일 또는 재판고지일로부터 7일 이내에 이의를 제기해야 합니다. 이 기간은 민사소송법 제444조와 제449조 제2항에서 규정된 불변기간입니다.,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
즉시항고나 특별항고 재판에 대한 결정문 송달일로부터 어느 기간 내에 이의를 제기해야 하나요?
### Response:
즉시항고나 특별항고 재판에 대한 결정문 송달일로부터 7일 또는 재판고지일로부터 7일 이내에 이의를 제기해야 합니다. 이 기간은 민사소송법 제444조와 제449조 제2항에서 규정된 불변기간입니다."
재심의 소 제기에 대한 기한은 어떻게 되나요?,,"재심의 소 제기에 대한 기한은 재심 사유를 안 날로부터 30일 또는 판결확정일로부터 5년 중 짧은 기간 내에 제기해야 합니다. 이 중에서 30일은 불변기간, 5년은 법정기간으로 민사소송법 제456조에서 규정되어 있습니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
재심의 소 제기에 대한 기한은 어떻게 되나요?
### Response:
재심의 소 제기에 대한 기한은 재심 사유를 안 날로부터 30일 또는 판결확정일로부터 5년 중 짧은 기간 내에 제기해야 합니다. 이 중에서 30일은 불변기간, 5년은 법정기간으로 민사소송법 제456조에서 규정되어 있습니다."
청구인낙과 조정에 대해 어떻게 처리해야 하나요?,,"소송수행 시 청구인낙과 조정을 다음과 같이 처리해야 합니다.
청구인낙: 항상 원고의 청구를 부인하는 태도를 가지는 것입니다.
조정: 재판부에서 소송을 조기에 해결하기 위해 제안하는 조정에는 신중히 대응해야 합니다. 임의조정이나 강제조정조서 등에 동의하기 전에 반드시 다음 기일에 답변하겠다는 태도를 취하며, 즉답을 회피해야 합니다.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
청구인낙과 조정에 대해 어떻게 처리해야 하나요?
### Response:
소송수행 시 청구인낙과 조정을 다음과 같이 처리해야 합니다.
청구인낙: 항상 원고의 청구를 부인하는 태도를 가지는 것입니다.
조정: 재판부에서 소송을 조기에 해결하기 위해 제안하는 조정에는 신중히 대응해야 합니다. 임의조정이나 강제조정조서 등에 동의하기 전에 반드시 다음 기일에 답변하겠다는 태도를 취하며, 즉답을 회피해야 합니다."
